Date,Player,Runs,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings,Participation,Opposition,Ground
13-11-2014,RG Sharma,264,FALSE,225,173,33,9,152.6011561,1,B,Sri Lanka,Kolkata
08-12-2011,V Sehwag,219,FALSE,208,149,25,7,146.9798658,1,B,West Indies,Indore
02-11-2013,RG Sharma,209,FALSE,222,158,12,16,132.278481,1,B,Australia,Bengaluru
13-12-2017,RG Sharma,208,TRUE,212,153,13,12,135.9477124,1,B,Sri Lanka,Mohali
24-02-2010,SR Tendulkar,200,TRUE,226,147,25,3,136.0544218,1,B,South Africa,Gwalior
08-11-1999,SR Tendulkar,186,TRUE,221,150,20,3,124,1,B,New Zealand,Hyderabad (Deccan)
31-10-2005,MS Dhoni,183,TRUE,210,145,15,10,126.2068966,2,B,Sri Lanka,Jaipur
26-05-1999,SC Ganguly,183,FALSE,210,158,17,7,115.8227848,1,B,Sri Lanka,Taunton
18-03-2012,V Kohli,183,FALSE,211,148,22,1,123.6486486,2,B,Pakistan,Dhaka
18-06-1983,N Kapil Dev,175,TRUE,NA,138,16,6,126.8115942,1,B,Zimbabwe,Tunbridge Wells
05-11-2009,SR Tendulkar,175,FALSE,210,141,19,4,124.1134752,2,B,Australia,Hyderabad (Deccan)
19-02-2011,V Sehwag,175,FALSE,198,140,14,5,125,1,B,Bangladesh,Dhaka
12-01-2016,RG Sharma,171,TRUE,205,163,13,7,104.9079755,1,B,Australia,Perth
08-03-2009,SR Tendulkar,163,TRUE,206,133,16,5,122.556391,1,B,New Zealand,Christchurch
29-10-2018,RG Sharma,162,FALSE,NA,137,20,4,118.2481752,1,B,West Indies,Mumbai (BS)
07-02-2018,V Kohli,160,TRUE,220,159,12,2,100.6289308,1,B,South Africa,Cape Town
19-03-2002,D Mongia,159,TRUE,233,147,17,1,108.1632653,1,B,Zimbabwe,Guwahati
24-10-2018,V Kohli,157,TRUE,217,129,13,4,121.7054264,1,B,West Indies,Visakhapatnam
23-10-2016,V Kohli,154,TRUE,202,134,16,1,114.9253731,2,B,New Zealand,Mohali
09-04-1998,M Azharuddin,153,TRUE,202,150,17,1,102,1,B,Zimbabwe,Cuttack
11-11-1999,SC Ganguly,153,TRUE,225,150,18,3,102,1,B,New Zealand,Gwalior
08-11-1999,R Dravid,153,FALSE,196,153,15,2,100,1,B,New Zealand,Hyderabad (Deccan)
21-10-2018,RG Sharma,152,TRUE,NA,117,15,8,129.9145299,2,B,West Indies,Guwahati
23-02-2003,SR Tendulkar,152,FALSE,193,151,18,0,100.6622517,1,B,Namibia,Pietermaritzburg
24-12-2009,G Gambhir,150,TRUE,NA,137,14,0,109.4890511,2,B,Sri Lanka,Kolkata
05-02-2009,G Gambhir,150,FALSE,214,147,14,1,102.0408163,1,B,Sri Lanka,Colombo (RPS)
11-10-2015,RG Sharma,150,FALSE,215,133,13,6,112.7819549,2,B,South Africa,Kanpur
19-01-2017,Yuvraj Singh,150,FALSE,183,127,21,3,118.1102362,1,B,England,Cuttack
05-04-2005,MS Dhoni,148,FALSE,155,123,15,4,120.3252033,1,B,Pakistan,Visakhapatnam
29-10-2017,RG Sharma,147,FALSE,168,138,18,2,106.5217391,1,B,New Zealand,Kanpur
08-12-2000,SR Tendulkar,146,FALSE,200,153,15,2,95.4248366,1,B,Zimbabwe,Jodhpur
24-10-2001,SR Tendulkar,146,FALSE,186,132,17,0,110.6060606,1,B,Kenya,Paarl
15-12-2009,V Sehwag,146,FALSE,166,102,17,6,143.1372549,1,B,Sri Lanka,Rajkot
26-05-1999,R Dravid,145,FALSE,179,129,17,1,112.4031008,1,B,Sri Lanka,Taunton
05-12-2000,SC Ganguly,144,FALSE,192,152,8,6,94.73684211,1,B,Zimbabwe,Ahmedabad
22-04-1998,SR Tendulkar,143,FALSE,187,131,9,5,109.1603053,2,B,Australia,Sharjah
10-03-2019,S Dhawan,143,FALSE,NA,115,18,3,124.3478261,1,B,Australia,Mohali
13-10-2000,SC Ganguly,141,TRUE,216,142,11,6,99.29577465,1,B,South Africa,Nairobi (Gym)
14-09-2006,SR Tendulkar,141,TRUE,NA,148,13,5,95.27027027,1,B,West Indies,Kuala Lumpur
16-10-2013,RG Sharma,141,TRUE,195,123,17,4,114.6341463,2,B,Australia,Jaipur
28-10-1998,SR Tendulkar,141,FALSE,191,128,13,3,110.15625,1,B,Australia,Dhaka
25-01-2000,SC Ganguly,141,FALSE,207,144,12,1,97.91666667,1,B,Pakistan,Adelaide
16-03-2004,SR Tendulkar,141,FALSE,173,135,17,1,104.4444444,2,B,Pakistan,Rawalpindi
23-05-1999,SR Tendulkar,140,TRUE,114,101,16,3,138.6138614,1,B,Kenya,Bristol
21-10-2018,V Kohli,140,FALSE,NA,107,21,2,130.8411215,2,B,West Indies,Guwahati
19-10-2013,MS Dhoni,139,TRUE,169,121,12,5,114.8760331,1,B,Australia,Mohali
16-11-2014,V Kohli,139,TRUE,192,126,12,3,110.3174603,2,B,Sri Lanka,Ranchi
01-10-1999,SC Ganguly,139,FALSE,197,147,11,5,94.55782313,1,B,Zimbabwe,Nairobi (Gym)
31-03-2001,SR Tendulkar,139,FALSE,197,125,19,0,111.2,1,B,Australia,Indore
22-01-2004,Yuvraj Singh,139,FALSE,143,122,16,2,113.9344262,1,B,Australia,Sydney
14-11-2008,Yuvraj Singh,138,TRUE,125,78,16,6,176.9230769,1,B,England,Rajkot
01-12-2010,G Gambhir,138,TRUE,171,116,18,0,118.9655172,2,B,New Zealand,Jaipur
14-09-2009,SR Tendulkar,138,FALSE,214,133,10,1,103.7593985,1,B,Sri Lanka,Colombo (RPS)
18-01-2015,RG Sharma,138,FALSE,228,139,9,4,99.28057554,1,B,Australia,Melbourne
22-10-2015,V Kohli,138,FALSE,202,140,6,5,98.57142857,1,B,South Africa,Chennai
12-07-2018,RG Sharma,137,TRUE,NA,114,15,4,120.1754386,2,B,England,Nottingham
02-03-1996,SR Tendulkar,137,FALSE,198,137,8,5,100,1,B,Sri Lanka,Delhi
22-02-2015,S Dhawan,137,FALSE,199,146,16,2,93.83561644,1,B,South Africa,Melbourne
19-03-2015,RG Sharma,137,FALSE,223,126,14,3,108.7301587,1,B,Bangladesh,Melbourne
26-02-2014,V Kohli,136,FALSE,157,122,16,2,111.4754098,2,B,Bangladesh,Fatullah
30-05-2000,SC Ganguly,135,TRUE,NA,124,6,7,108.8709677,2,B,Bangladesh,Dhaka
04-03-1993,NS Sidhu,134,TRUE,218,160,15,0,83.75,2,B,England,Gwalior
24-04-1998,SR Tendulkar,134,FALSE,195,131,12,3,102.2900763,2,B,Australia,Sharjah
19-01-2017,MS Dhoni,134,FALSE,203,122,10,6,109.8360656,1,B,England,Cuttack
28-02-2012,V Kohli,133,TRUE,133,86,16,2,154.6511628,2,B,Sri Lanka,Hobart
12-01-2019,RG Sharma,133,FALSE,204,129,10,6,103.1007752,2,B,Australia,Sydney
20-08-2017,S Dhawan,132,TRUE,NA,90,20,3,146.6666667,2,B,Sri Lanka,Dambulla
24-01-2004,VVS Laxman,131,FALSE,203,138,13,1,94.92753623,1,B,Zimbabwe,Adelaide
26-06-2009,Yuvraj Singh,131,FALSE,134,102,10,7,128.4313725,1,B,West Indies,Kingston
31-08-2017,V Kohli,131,FALSE,NA,96,17,2,136.4583333,1,B,Sri Lanka,Colombo (RPS)
22-03-1999,SC Ganguly,130,TRUE,229,160,5,2,81.25,1,B,Sri Lanka,Nagpur
15-11-2003,V Sehwag,130,FALSE,193,134,15,2,97.01492537,1,B,New Zealand,Hyderabad (Deccan)
16-02-2018,V Kohli,129,TRUE,123,96,19,2,134.375,2,B,South Africa,Centurion
31-07-2012,V Kohli,128,TRUE,187,119,12,1,107.5630252,2,B,Sri Lanka,Colombo (RPS)
07-07-1998,SR Tendulkar,128,FALSE,182,131,8,2,97.70992366,1,B,Sri Lanka,Colombo (RPS)
18-02-1996,SR Tendulkar,127,TRUE,175,138,15,1,92.02898551,2,B,Kenya,Cuttack
26-09-1998,SR Tendulkar,127,TRUE,155,130,13,1,97.69230769,2,B,Zimbabwe,Bulawayo
05-10-2001,SC Ganguly,127,FALSE,150,126,14,5,100.7936508,1,B,South Africa,Johannesburg
17-10-2014,V Kohli,127,FALSE,164,114,13,3,111.4035088,1,B,West Indies,Dharamsala
18-09-2018,S Dhawan,127,FALSE,NA,120,15,2,105.8333333,1,B,Hong Kong,Dubai (DSC)
04-12-2010,G Gambhir,126,TRUE,164,117,16,0,107.6923077,2,B,New Zealand,Vadodara
22-09-2002,V Sehwag,126,FALSE,136,104,21,1,121.1538462,2,B,England,Colombo (RPS)
20-01-2016,S Dhawan,126,FALSE,154,113,14,2,111.5044248,2,B,Australia,Canberra
11-03-2009,V Sehwag,125,TRUE,106,74,14,6,168.9189189,2,B,New Zealand,Hamilton
08-06-2017,S Dhawan,125,FALSE,198,128,15,1,97.65625,1,B,Sri Lanka,The Oval
01-10-2017,RG Sharma,125,FALSE,165,109,11,5,114.6788991,2,B,Australia,Nagpur
13-11-1998,SR Tendulkar,124,TRUE,140,92,12,6,134.7826087,2,B,Zimbabwe,Sharjah
10-07-2015,AT Rayudu,124,TRUE,199,133,12,1,93.23308271,1,B,Zimbabwe,Harare
27-08-2017,RG Sharma,124,TRUE,NA,145,16,2,85.51724138,2,B,Sri Lanka,Pallekele
18-01-1998,SC Ganguly,124,FALSE,NA,138,11,1,89.85507246,2,B,Pakistan,Dhaka
28-10-2009,MS Dhoni,124,FALSE,141,107,9,3,115.8878505,1,B,Australia,Nagpur
15-01-2016,RG Sharma,124,FALSE,175,127,11,3,97.63779528,1,B,Australia,Brisbane
09-01-1999,R Dravid,123,TRUE,201,123,10,1,100,1,B,New Zealand,Taupo
07-12-2010,YK Pathan,123,TRUE,128,96,7,7,128.125,2,B,New Zealand,Bengaluru
15-06-2017,RG Sharma,123,TRUE,165,129,15,1,95.34883721,2,B,Bangladesh,Birmingham
18-02-1987,K Srikkanth,123,FALSE,NA,103,14,1,119.4174757,1,B,Pakistan,Kolkata
12-04-2005,SR Tendulkar,123,FALSE,192,130,12,2,94.61538462,1,B,Pakistan,Ahmedabad
19-01-2014,V Kohli,123,FALSE,179,111,11,2,110.8108108,2,B,New Zealand,Napier
08-03-2019,V Kohli,123,FALSE,NA,95,16,1,129.4736842,2,B,Australia,Ranchi
04-07-2001,SR Tendulkar,122,TRUE,210,131,12,1,93.12977099,2,B,West Indies,Harare
17-03-2000,SR Tendulkar,122,FALSE,195,138,12,0,88.4057971,2,B,South Africa,Vadodara
15-01-2017,V Kohli,122,FALSE,147,105,8,5,116.1904762,2,B,England,Pune
06-11-2014,AT Rayudu,121,TRUE,NA,118,10,4,102.5423729,2,B,Sri Lanka,Ahmedabad
05-10-2007,Yuvraj Singh,121,FALSE,177,115,12,3,105.2173913,2,B,Australia,Hyderabad (Deccan)
22-10-2017,V Kohli,121,FALSE,203,125,9,2,96.8,1,B,New Zealand,Mumbai
29-08-1999,SR Tendulkar,120,FALSE,191,141,11,2,85.10638298,1,B,Sri Lanka,Colombo (SSC)
04-09-2005,Yuvraj Singh,120,FALSE,155,124,12,1,96.77419355,2,B,Zimbabwe,Harare
27-02-2011,SR Tendulkar,120,FALSE,170,115,10,5,104.3478261,1,B,England,Bengaluru
15-01-2017,KM Jadhav,120,FALSE,125,76,12,4,157.8947368,2,B,England,Pune
17-08-1997,A Jadeja,119,FALSE,180,121,8,1,98.34710744,2,B,Sri Lanka,Colombo (RPS)
26-06-2008,V Sehwag,119,FALSE,150,95,12,5,125.2631579,2,B,Pakistan,Karachi
27-11-2013,S Dhawan,119,FALSE,164,95,20,0,125.2631579,2,B,West Indies,Kanpur
08-11-1998,SR Tendulkar,118,TRUE,173,112,14,2,105.3571429,2,B,Zimbabwe,Sharjah
15-04-1996,SR Tendulkar,118,FALSE,NA,140,8,2,84.28571429,1,B,Pakistan,Sharjah
17-11-2008,Yuvraj Singh,118,FALSE,153,122,15,2,96.72131148,1,B,England,Indore
20-10-2010,V Kohli,118,FALSE,193,121,11,1,97.52066116,2,B,Australia,Visakhapatnam
22-09-2002,SC Ganguly,117,TRUE,183,109,12,3,107.3394495,2,B,England,Colombo (RPS)
02-03-2008,SR Tendulkar,117,TRUE,235,120,10,0,97.5,2,B,Australia,Sydney
14-05-1997,SR Tendulkar,117,FALSE,188,137,13,2,85.40145985,2,B,New Zealand,Bengaluru
15-10-2000,SC Ganguly,117,FALSE,177,130,9,4,90,1,B,New Zealand,Nairobi (Gym)
03-02-2009,Yuvraj Singh,117,FALSE,126,95,17,1,123.1578947,1,B,Sri Lanka,Colombo (RPS)
02-12-2011,V Kohli,117,FALSE,154,123,14,0,95.12195122,2,B,West Indies,Visakhapatnam
17-01-2016,V Kohli,117,FALSE,174,117,7,2,100,1,B,Australia,Melbourne
09-04-1998,A Jadeja,116,TRUE,176,121,6,2,95.8677686,1,B,Zimbabwe,Cuttack
28-06-2008,SK Raina,116,TRUE,144,107,11,3,108.411215,2,B,Bangladesh,Karachi
22-03-1999,R Dravid,116,FALSE,118,118,12,0,98.30508475,1,B,Sri Lanka,Nagpur
03-02-2009,V Sehwag,116,FALSE,165,90,17,0,128.8888889,1,B,Sri Lanka,Colombo (RPS)
26-07-2013,S Dhawan,116,FALSE,209,127,11,2,91.33858268,1,B,Zimbabwe,Harare
05-03-2019,V Kohli,116,FALSE,NA,120,10,0,96.66666667,1,B,Australia,Nagpur
30-10-2013,V Kohli,115,TRUE,104,66,18,1,174.2424242,2,B,Australia,Nagpur
28-10-1994,SR Tendulkar,115,FALSE,184,136,9,3,84.55882353,2,B,New Zealand,Vadodara
24-07-2013,V Kohli,115,FALSE,133,108,13,1,106.4814815,2,B,Zimbabwe,Harare
13-02-2018,RG Sharma,115,FALSE,179,126,11,4,91.26984127,1,B,South Africa,Port Elizabeth
07-11-1994,NS Sidhu,114,TRUE,125,103,9,2,110.6796117,1,B,West Indies,Visakhapatnam
12-11-2002,V Sehwag,114,TRUE,NA,82,17,2,139.0243902,2,B,West Indies,Rajkot
11-12-1992,WV Raman,114,FALSE,NA,148,6,1,77.02702703,2,B,South Africa,Centurion
14-12-1996,SR Tendulkar,114,FALSE,157,126,14,0,90.47619048,1,B,South Africa,Mumbai
19-03-2007,V Sehwag,114,FALSE,127,87,17,3,131.0344828,1,B,Bermuda,Port of Spain
28-05-2010,RG Sharma,114,FALSE,135,119,6,4,95.79831933,1,B,Zimbabwe,Bulawayo
16-03-2012,SR Tendulkar,114,FALSE,205,147,12,1,77.55102041,1,B,Bangladesh,Dhaka
06-06-2013,S Dhawan,114,FALSE,159,94,12,1,121.2765957,1,B,South Africa,Cardiff
23-09-2018,S Dhawan,114,FALSE,NA,100,16,2,114,2,B,Pakistan,Dubai (DSC)
30-12-2012,MS Dhoni,113,TRUE,177,125,7,3,90.4,1,B,Pakistan,Chennai
20-08-1997,SC Ganguly,113,FALSE,185,126,11,0,89.68253968,1,B,Sri Lanka,Colombo (RPS)
11-07-2002,SR Tendulkar,113,FALSE,141,102,12,1,110.7843137,1,B,Sri Lanka,Bristol
24-02-2008,G Gambhir,113,FALSE,177,119,9,1,94.95798319,2,B,Australia,Sydney
20-03-2011,Yuvraj Singh,113,FALSE,163,123,10,2,91.8699187,1,B,West Indies,Chennai
02-11-2014,S Dhawan,113,FALSE,159,107,14,3,105.6074766,1,B,Sri Lanka,Cuttack
29-10-2017,V Kohli,113,FALSE,166,106,9,1,106.6037736,1,B,New Zealand,Kanpur
09-04-1995,SR Tendulkar,112,TRUE,137,107,15,1,104.6728972,2,B,Sri Lanka,Sharjah
23-02-2003,SC Ganguly,112,TRUE,173,119,6,4,94.11764706,1,B,Namibia,Pietermaritzburg
17-10-2011,V Kohli,112,TRUE,134,98,16,0,114.2857143,2,B,England,Delhi
16-10-1988,K Srikkanth,112,FALSE,NA,113,10,5,99.11504425,1,B,West Indies,Sharjah
11-01-2003,V Sehwag,112,FALSE,175,139,11,3,80.57553957,2,B,New Zealand,Auckland
01-02-2018,V Kohli,112,FALSE,164,119,10,0,94.11764706,2,B,South Africa,Durban
17-08-1997,M Azharuddin,111,TRUE,190,117,5,0,94.87179487,2,B,Sri Lanka,Colombo (RPS)
14-09-2002,M Kaif,111,TRUE,135,112,8,1,99.10714286,1,B,Zimbabwe,Colombo (RPS)
20-03-2003,SC Ganguly,111,TRUE,140,114,5,5,97.36842105,1,B,Kenya,Durban
06-07-2017,V Kohli,111,TRUE,NA,115,12,2,96.52173913,2,B,West Indies,Kingston
23-09-2018,RG Sharma,111,TRUE,NA,119,7,4,93.27731092,2,B,Pakistan,Dubai (DSC)
24-10-2001,SC Ganguly,111,FALSE,177,124,7,3,89.51612903,1,B,Kenya,Paarl
12-03-2011,SR Tendulkar,111,FALSE,184,101,8,3,109.9009901,1,B,South Africa,Nagpur
02-11-2014,AM Rahane,111,FALSE,170,108,13,2,102.7777778,1,B,Sri Lanka,Cuttack
14-03-2015,SK Raina,110,TRUE,141,104,9,4,105.7692308,2,B,Zimbabwe,Auckland
03-09-2017,V Kohli,110,TRUE,NA,116,9,0,94.82758621,2,B,Sri Lanka,Colombo (RPS)
09-09-1994,SR Tendulkar,110,FALSE,186,130,8,2,84.61538462,1,B,Australia,Colombo (RPS)
28-08-1996,SR Tendulkar,110,FALSE,NA,138,5,1,79.71014493,1,B,Sri Lanka,Colombo (RPS)
07-08-2005,Yuvraj Singh,110,FALSE,149,114,11,1,96.49122807,1,B,West Indies,Colombo (RPS)
25-08-2010,V Sehwag,110,FALSE,136,93,16,1,118.2795699,1,B,New Zealand,Dambulla
15-11-2002,R Dravid,109,TRUE,201,124,8,0,87.90322581,2,B,West Indies,Ahmedabad
25-06-2008,MS Dhoni,109,TRUE,121,96,6,6,113.5416667,1,B,Hong Kong,Karachi
14-11-1991,RJ Shastri,109,FALSE,NA,149,11,0,73.15436242,1,B,South Africa,New Delhi
07-07-1998,SC Ganguly,109,FALSE,184,136,6,2,80.14705882,1,B,Sri Lanka,Colombo (RPS)
10-02-2018,S Dhawan,109,FALSE,163,105,10,2,103.8095238,1,B,South Africa,Johannesburg
17-01-1987,M Azharuddin,108,TRUE,NA,94,8,0,114.893617,1,B,Sri Lanka,Mumbai
17-12-1988,M Azharuddin,108,TRUE,93,65,10,3,166.1538462,2,B,New Zealand,Vadodara
15-10-1989,NS Sidhu,108,FALSE,NA,121,8,1,89.25619835,1,B,Pakistan,Sharjah
25-04-1990,M Azharuddin,108,FALSE,NA,116,7,0,93.10344828,1,B,Sri Lanka,Sharjah
15-02-1994,NS Sidhu,108,FALSE,207,132,8,0,81.81818182,1,B,Sri Lanka,Rajkot
29-12-2002,V Sehwag,108,FALSE,160,119,9,2,90.75630252,2,B,New Zealand,Napier
02-04-2005,V Sehwag,108,FALSE,156,95,9,3,113.6842105,1,B,Pakistan,Kochi
13-03-2012,V Kohli,108,FALSE,148,120,7,0,90,1,B,Sri Lanka,Dhaka
27-09-1998,SC Ganguly,107,TRUE,180,129,11,1,82.94573643,2,B,Zimbabwe,Bulawayo
07-03-2003,SC Ganguly,107,TRUE,196,120,11,2,89.16666667,2,B,Kenya,Cape Town
19-02-2006,Yuvraj Singh,107,TRUE,155,93,14,0,115.0537634,2,B,Pakistan,Karachi
12-06-2008,G Gambhir,107,TRUE,144,101,13,1,105.9405941,2,B,Bangladesh,Dhaka
21-05-1997,R Dravid,107,FALSE,199,116,10,0,92.24137931,2,B,Pakistan,Chennai
24-03-2004,VVS Laxman,107,FALSE,158,104,11,0,102.8846154,1,B,Pakistan,Lahore
18-12-2009,MS Dhoni,107,FALSE,135,111,8,2,96.3963964,1,B,Sri Lanka,Nagpur
24-12-2009,V Kohli,107,FALSE,NA,114,11,1,93.85964912,2,B,Sri Lanka,Kolkata
16-09-2011,V Kohli,107,FALSE,102,93,9,1,115.0537634,1,B,England,Cardiff
15-02-2015,V Kohli,107,FALSE,168,126,8,0,84.92063492,1,B,Pakistan,Adelaide
27-10-2018,V Kohli,107,FALSE,NA,119,10,1,89.91596639,2,B,West Indies,Pune
22-01-2004,VVS Laxman,106,TRUE,219,130,5,0,81.53846154,1,B,Australia,Sydney
26-03-1987,M Prabhakar,106,FALSE,NA,121,13,0,87.60330579,1,B,Pakistan,Jamshedpur
06-03-1996,VG Kambli,106,FALSE,137,110,11,0,96.36363636,1,B,Zimbabwe,Kanpur
13-01-2010,SK Raina,106,FALSE,152,115,10,1,92.17391304,1,B,Sri Lanka,Dhaka
21-07-2012,V Kohli,106,FALSE,158,113,9,0,93.80530973,1,B,Sri Lanka,Hambantota
02-09-2014,AM Rahane,106,FALSE,121,100,10,4,106,2,B,England,Birmingham
20-01-2016,V Kohli,106,FALSE,131,92,11,1,115.2173913,2,B,Australia,Canberra
01-04-1998,A Jadeja,105,TRUE,160,109,12,0,96.33027523,1,B,Australia,Kochi
12-03-2000,SC Ganguly,105,TRUE,202,139,10,4,75.53956835,2,B,South Africa,Jamshedpur
04-07-2002,SR Tendulkar,105,TRUE,167,108,8,1,97.22222222,1,B,England,Chester-le-Street
14-07-2015,KM Jadhav,105,TRUE,110,87,12,1,120.6896552,1,B,Zimbabwe,Harare
05-12-1984,DB Vengsarkar,105,FALSE,NA,124,10,1,84.67741935,1,B,England,Pune
14-11-1991,SV Manjrekar,105,FALSE,NA,82,8,2,128.0487805,1,B,South Africa,New Delhi
11-11-1994,SR Tendulkar,105,FALSE,180,134,10,0,78.35820896,1,B,West Indies,Jaipur
17-04-1998,SC Ganguly,105,FALSE,200,140,8,1,75,1,B,New Zealand,Sharjah
18-05-2006,R Dravid,105,FALSE,184,102,10,2,102.9411765,2,B,West Indies,Kingston
28-11-2010,V Kohli,105,FALSE,162,104,10,0,100.9615385,1,B,New Zealand,Guwahati
23-01-2011,YK Pathan,105,FALSE,104,70,8,8,150,2,B,South Africa,Centurion
25-12-1990,NS Sidhu,104,TRUE,NA,109,10,3,95.41284404,2,B,Bangladesh,Chandigarh
23-05-1999,R Dravid,104,TRUE,158,109,10,0,95.41284404,1,B,Kenya,Bristol
11-12-2011,MK Tiwary,104,TRUE,144,126,10,1,82.53968254,1,B,West Indies,Chennai
23-01-2016,MK Pandey,104,TRUE,129,81,8,1,128.3950617,2,B,Australia,Sydney
09-11-1994,A Jadeja,104,FALSE,182,126,4,3,82.53968254,2,B,West Indies,Cuttack
09-02-1997,SR Tendulkar,104,FALSE,121,97,8,1,107.2164948,2,B,Zimbabwe,Benoni
16-07-2004,R Dravid,104,FALSE,120,93,8,0,111.827957,1,B,United Arab Emirates,Dambulla
02-04-2005,R Dravid,104,FALSE,199,139,6,0,74.82014388,1,B,Pakistan,Kochi
31-08-2017,RG Sharma,104,FALSE,NA,88,11,3,118.1818182,1,B,Sri Lanka,Colombo (RPS)
15-01-2019,V Kohli,104,FALSE,150,112,5,2,92.85714286,2,B,Australia,Adelaide
31-10-1987,SM Gavaskar,103,TRUE,149,88,10,3,117.0454545,2,B,New Zealand,Nagpur
30-03-1999,A Jadeja,103,TRUE,148,102,6,3,100.9803922,1,B,Sri Lanka,Pune
08-09-1999,R Dravid,103,TRUE,NA,124,8,2,83.06451613,1,B,West Indies,Singapore
18-01-2004,VVS Laxman,103,TRUE,185,113,8,0,91.15044248,1,B,Australia,Brisbane
06-11-2005,R Dravid,103,TRUE,157,120,8,1,85.83333333,1,B,Sri Lanka,Ahmedabad
06-11-2005,G Gambhir,103,FALSE,160,97,13,1,106.185567,1,B,Sri Lanka,Ahmedabad
16-11-2005,Yuvraj Singh,103,FALSE,192,122,10,3,84.42622951,1,B,South Africa,Hyderabad (Deccan)
03-04-2006,Yuvraj Singh,103,FALSE,114,76,10,3,135.5263158,1,B,England,Margao
25-06-2017,AM Rahane,103,FALSE,NA,104,10,2,99.03846154,1,B,West Indies,Port of Spain
27-03-1988,M Amarnath,102,TRUE,NA,139,6,0,73.38129496,1,B,New Zealand,Sharjah
30-10-1994,M Prabhakar,102,TRUE,215,154,9,0,66.23376623,2,B,West Indies,Kanpur
11-04-2003,Yuvraj Singh,102,TRUE,99,85,9,4,120,1,B,Bangladesh,Dhaka
02-09-2005,M Kaif,102,TRUE,NA,121,11,0,84.29752066,2,B,New Zealand,Harare
05-02-2008,G Gambhir,102,TRUE,159,101,10,1,100.990099,1,B,Sri Lanka,Brisbane
11-01-2010,V Kohli,102,TRUE,128,95,11,0,107.3684211,2,B,Bangladesh,Dhaka
11-06-2013,S Dhawan,102,TRUE,183,107,10,1,95.3271028,2,B,West Indies,The Oval
06-10-1984,RJ Shastri,102,FALSE,194,141,11,1,72.34042553,1,B,Australia,Indore
27-12-1984,RJ Shastri,102,FALSE,NA,142,6,1,71.83098592,1,B,England,Cuttack
07-09-1986,K Srikkanth,102,FALSE,163,104,10,1,98.07692308,2,B,Australia,Jaipur
07-10-1986,R Lamba,102,FALSE,170,120,8,2,85,1,B,Australia,Rajkot
26-10-2003,VVS Laxman,102,FALSE,196,134,9,0,76.11940299,1,B,Australia,Gwalior
15-11-2003,SR Tendulkar,102,FALSE,124,91,12,1,112.0879121,1,B,New Zealand,Hyderabad (Deccan)
28-07-2012,G Gambhir,102,FALSE,166,101,10,0,100.990099,2,B,Sri Lanka,Colombo (RPS)
05-07-2013,V Kohli,102,FALSE,120,83,13,2,122.8915663,1,B,West Indies,Port of Spain
25-10-1989,C Sharma,101,TRUE,NA,96,8,1,105.2083333,2,B,England,Kanpur
01-12-1990,RJ Shastri,101,TRUE,NA,147,12,1,68.70748299,1,B,Sri Lanka,Nagpur
07-01-2010,MS Dhoni,101,TRUE,167,107,9,0,94.39252336,2,B,Bangladesh,Dhaka
30-05-2010,RG Sharma,101,TRUE,126,100,6,2,101,2,B,Sri Lanka,Bulawayo
25-01-1988,K Srikkanth,101,FALSE,NA,106,10,3,95.28301887,1,B,West Indies,Thiruvananthapuram
15-04-1996,NS Sidhu,101,FALSE,NA,117,3,3,86.32478632,1,B,Pakistan,Sharjah
20-09-1998,M Azharuddin,101,FALSE,133,111,10,1,90.99099099,1,B,Pakistan,Toronto
20-10-2000,SR Tendulkar,101,FALSE,NA,140,3,1,72.14285714,1,B,Sri Lanka,Sharjah
06-04-2001,VVS Laxman,101,FALSE,170,107,10,0,94.39252336,1,B,Australia,Margao
05-10-2001,SR Tendulkar,101,FALSE,209,129,9,0,78.29457364,1,B,South Africa,Johannesburg
12-05-2007,G Gambhir,101,FALSE,153,113,11,0,89.38053097,1,B,Bangladesh,Dhaka
25-06-2008,SK Raina,101,FALSE,80,68,7,5,148.5294118,1,B,Hong Kong,Karachi
19-01-1988,M Amarnath,100,TRUE,NA,148,4,1,67.56756757,1,B,West Indies,Faridabad
18-01-1993,VG Kambli,100,TRUE,202,149,9,1,67.11409396,1,B,England,Jaipur
31-05-1998,SR Tendulkar,100,TRUE,156,103,13,0,97.08737864,2,B,Kenya,Kolkata
04-06-1999,A Jadeja,100,TRUE,188,138,7,2,72.46376812,2,B,Australia,The Oval
31-01-2007,SR Tendulkar,100,TRUE,110,76,10,1,131.5789474,1,B,West Indies,Vadodara
19-02-2011,V Kohli,100,TRUE,113,83,8,2,120.4819277,1,B,Bangladesh,Dhaka
16-10-2013,V Kohli,100,TRUE,82,52,8,7,192.3076923,2,B,Australia,Jaipur
11-06-2016,KL Rahul,100,TRUE,176,115,7,1,86.95652174,2,B,Zimbabwe,Harare
17-12-2017,S Dhawan,100,TRUE,140,85,13,2,117.6470588,2,B,Sri Lanka,Visakhapatnam
05-04-1996,SR Tendulkar,100,FALSE,NA,111,9,1,90.09009009,1,B,Pakistan,Singapore
23-08-1997,RR Singh,100,FALSE,151,102,11,1,98.03921569,1,B,Sri Lanka,Colombo (SSC)
11-01-1998,M Azharuddin,100,FALSE,NA,111,7,0,90.09009009,1,B,Pakistan,Dhaka
