Date,Player,Runs,NotOut,Minutes,BallsFaced,Fours,Sixes,StrikeRate,Innings,Participation,Opposition,Ground
28-05-2006,Harbhajan Singh,26,FALSE,NA,33,3,0,78.78787879,2,B,West Indies,Port of Spain
14-09-2006,R Dravid,26,FALSE,76,38,3,0,68.42105263,1,B,West Indies,Kuala Lumpur
22-09-2006,SK Raina,26,FALSE,48,36,2,1,72.22222222,2,B,Australia,Kuala Lumpur
29-11-2006,MS Dhoni,26,FALSE,36,21,4,1,123.8095238,2,B,South Africa,Port Elizabeth
11-10-2007,IK Pathan,26,FALSE,84,63,2,1,41.26984127,1,B,Australia,Vadodara
14-10-2007,MS Dhoni,26,FALSE,44,29,2,1,89.65517241,2,B,Australia,Nagpur
17-02-2008,Yuvraj Singh,26,FALSE,65,44,3,1,59.09090909,2,B,Australia,Adelaide
10-06-2008,SK Raina,26,FALSE,47,22,0,2,118.1818182,1,B,Pakistan,Dhaka
12-06-2008,RG Sharma,26,FALSE,50,43,1,1,60.46511628,2,B,Bangladesh,Dhaka
12-06-2008,Yuvraj Singh,26,FALSE,37,33,1,1,78.78787879,2,B,Bangladesh,Dhaka
02-11-2009,MS Dhoni,26,FALSE,58,46,2,0,56.52173913,2,B,Australia,Mohali
21-02-2010,MS Dhoni,26,FALSE,NA,29,2,0,89.65517241,1,B,South Africa,Jaipur
28-08-2010,Yuvraj Singh,26,FALSE,46,31,4,0,83.87096774,2,B,Sri Lanka,Dambulla
13-06-2011,PA Patel,26,FALSE,37,32,3,0,81.25,2,B,West Indies,North Sound
16-09-2011,AM Rahane,26,FALSE,54,47,3,0,55.31914894,1,B,England,Cardiff
02-12-2011,V Sehwag,26,FALSE,71,35,3,0,74.28571429,2,B,West Indies,Visakhapatnam
26-02-2012,R Ashwin,26,FALSE,47,37,2,0,70.27027027,2,B,Australia,Sydney
23-01-2013,V Kohli,26,FALSE,44,33,3,0,78.78787879,2,B,England,Mohali
08-12-2013,RA Jadeja,26,FALSE,63,34,1,1,76.47058824,2,B,South Africa,Durban
22-10-2017,B Kumar,26,FALSE,20,15,2,2,173.3333333,1,B,New Zealand,Mumbai
08-03-2019,MS Dhoni,26,FALSE,NA,42,2,1,61.9047619,2,B,Australia,Ranchi
08-03-2019,KM Jadhav,26,FALSE,NA,39,3,0,66.66666667,2,B,Australia,Ranchi
10-03-2019,KL Rahul,26,FALSE,NA,31,1,0,83.87096774,1,B,Australia,Mohali
10-03-2019,V Shankar,26,FALSE,NA,15,1,2,173.3333333,1,B,Australia,Mohali
08-12-1991,N Kapil Dev,25,TRUE,44,37,1,0,67.56756757,1,B,Australia,Perth
22-02-1992,ST Banerjee,25,TRUE,28,16,1,1,156.25,2,B,England,Perth
03-11-1996,A Jadeja,25,TRUE,NA,18,1,1,138.8888889,1,B,Australia,Mohali
14-09-1997,SR Tendulkar,25,TRUE,66,45,3,0,55.55555556,2,B,Pakistan,Toronto
26-10-2000,SB Joshi,25,TRUE,NA,30,2,0,83.33333333,2,B,Zimbabwe,Sharjah
30-09-2002,V Sehwag,25,TRUE,48,22,3,1,113.6363636,2,B,Sri Lanka,Colombo (RPS)
23-11-2008,Yuvraj Singh,25,TRUE,16,11,0,3,227.2727273,1,B,England,Bengaluru
28-01-2009,RG Sharma,25,TRUE,44,30,3,0,83.33333333,2,B,Sri Lanka,Dambulla
24-06-2010,RA Jadeja,25,TRUE,48,27,1,0,92.59259259,1,B,Sri Lanka,Dambulla
11-06-2011,P Kumar,25,TRUE,24,15,1,2,166.6666667,2,B,West Indies,North Sound
05-07-2013,R Ashwin,25,TRUE,34,18,3,0,138.8888889,1,B,West Indies,Port of Spain
30-10-2013,MS Dhoni,25,TRUE,35,23,2,0,108.6956522,2,B,Australia,Nagpur
19-06-2014,STR Binny,25,TRUE,46,36,4,0,69.44444444,1,B,Bangladesh,Dhaka
18-06-2015,B Kumar,25,TRUE,38,21,2,1,119.047619,2,B,Bangladesh,Dhaka
26-10-2016,DS Kulkarni,25,TRUE,29,26,2,1,96.15384615,2,B,New Zealand,Ranchi
08-06-2017,KM Jadhav,25,TRUE,19,13,3,1,192.3076923,1,B,Sri Lanka,The Oval
15-01-2019,KD Karthik,25,TRUE,33,14,2,0,178.5714286,2,B,Australia,Adelaide
13-06-1979,N Kapil Dev,25,FALSE,30,24,3,0,104.1666667,1,B,New Zealand,Leeds
15-01-1981,Yashpal Sharma,25,FALSE,24,34,2,0,73.52941176,2,B,Australia,Sydney
09-03-1983,SM Gavaskar,25,FALSE,NA,59,3,0,42.37288136,2,B,West Indies,Port of Spain
07-04-1983,Yashpal Sharma,25,FALSE,NA,64,NA,NA,39.0625,1,B,West Indies,St George's
22-06-1983,SM Gavaskar,25,FALSE,58,41,3,0,60.97560976,2,B,England,Manchester
28-09-1984,SM Gavaskar,25,FALSE,89,54,0,0,46.2962963,2,B,Australia,New Delhi
12-10-1984,SM Gavaskar,25,FALSE,NA,38,1,0,65.78947368,2,B,Pakistan,Quetta
10-03-1985,M Azharuddin,25,FALSE,38,26,3,0,96.15384615,2,B,Pakistan,Melbourne
21-09-1985,RJ Shastri,25,FALSE,NA,32,3,0,78.125,2,B,Sri Lanka,Colombo (PSS)
26-01-1986,N Kapil Dev,25,FALSE,35,24,2,0,104.1666667,2,B,Australia,Adelaide
10-04-1986,RJ Shastri,25,FALSE,86,59,0,0,42.37288136,2,B,New Zealand,Sharjah
07-10-1986,DB Vengsarkar,25,FALSE,45,29,1,0,86.20689655,1,B,Australia,Rajkot
17-01-1987,SM Gavaskar,25,FALSE,NA,35,3,0,71.42857143,1,B,Sri Lanka,Mumbai
02-01-1988,RJ Shastri,25,FALSE,NA,29,1,0,86.20689655,1,B,West Indies,Kolkata
21-10-1988,M Azharuddin,25,FALSE,NA,39,1,0,64.1025641,1,B,West Indies,Sharjah
20-10-1989,M Prabhakar,25,FALSE,NA,31,1,0,80.64516129,2,B,Pakistan,Sharjah
27-10-1989,DB Vengsarkar,25,FALSE,51,43,2,0,58.13953488,2,B,Australia,Bengaluru
28-12-1990,NS Sidhu,25,FALSE,NA,37,3,0,67.56756757,2,B,Sri Lanka,Cuttack
01-03-1992,RJ Shastri,25,FALSE,75,67,1,0,37.31343284,2,B,Australia,Brisbane
18-01-1993,M Prabhakar,25,FALSE,43,29,4,0,86.20689655,1,B,England,Jaipur
22-03-1993,NS Sidhu,25,FALSE,56,30,3,0,83.33333333,2,B,Zimbabwe,Guwahati
14-08-1993,SR Tendulkar,25,FALSE,NA,39,1,0,64.1025641,1,B,Sri Lanka,Moratuwa
15-02-1994,VG Kambli,25,FALSE,48,41,0,0,60.97560976,1,B,Sri Lanka,Rajkot
13-04-1994,A Jadeja,25,FALSE,45,37,2,0,67.56756757,1,B,United Arab Emirates,Sharjah
05-09-1994,M Azharuddin,25,FALSE,54,35,1,0,71.42857143,1,B,Sri Lanka,Colombo (RPS)
22-02-1995,M Azharuddin,25,FALSE,30,24,0,2,104.1666667,2,B,Australia,Dunedin
13-03-1996,SV Manjrekar,25,FALSE,105,48,1,0,52.08333333,2,B,Sri Lanka,Kolkata
21-09-1996,R Dravid,25,FALSE,NA,25,3,1,100,2,B,Pakistan,Toronto
18-09-1997,R Dravid,25,FALSE,112,79,0,0,31.64556962,1,B,Pakistan,Toronto
16-12-1997,NS Sidhu,25,FALSE,89,43,0,0,58.13953488,2,B,West Indies,Sharjah
07-07-1998,A Jadeja,25,FALSE,27,15,0,2,166.6666667,1,B,Sri Lanka,Colombo (RPS)
13-09-1998,M Azharuddin,25,FALSE,39,40,0,2,62.5,2,B,Pakistan,Toronto
30-09-1998,NR Mongia,25,FALSE,47,29,2,1,86.20689655,2,B,Zimbabwe,Harare
31-10-1998,NR Mongia,25,FALSE,40,28,1,0,89.28571429,1,B,West Indies,Dhaka
19-01-1999,A Jadeja,25,FALSE,78,39,3,1,64.1025641,2,B,New Zealand,Christchurch
04-04-1999,R Dravid,25,FALSE,64,37,4,0,67.56756757,2,B,Pakistan,Bengaluru
12-09-1999,SB Joshi,25,FALSE,NA,35,3,1,71.42857143,2,B,West Indies,Toronto
01-10-1999,SB Joshi,25,FALSE,12,13,2,2,192.3076923,1,B,Zimbabwe,Nairobi (Gym)
26-01-2000,SS Dighe,25,FALSE,50,44,1,0,56.81818182,2,B,Australia,Adelaide
23-03-2000,SC Ganguly,25,FALSE,41,32,4,0,78.125,2,B,Pakistan,Sharjah
03-06-2000,SR Tendulkar,25,FALSE,74,30,4,0,83.33333333,2,B,Pakistan,Dhaka
03-10-2000,SR Tendulkar,25,FALSE,55,35,4,0,71.42857143,2,B,Kenya,Nairobi (Gym)
08-12-2000,SB Joshi,25,FALSE,34,24,2,1,104.1666667,1,B,Zimbabwe,Jodhpur
03-04-2001,HK Badani,25,FALSE,48,35,2,0,71.42857143,2,B,Australia,Visakhapatnam
19-01-2002,VVS Laxman,25,FALSE,36,31,2,0,80.64516129,1,B,England,Kolkata
07-03-2002,D Mongia,25,FALSE,40,24,4,0,104.1666667,1,B,Zimbabwe,Faridabad
04-01-2003,Yuvraj Singh,25,FALSE,86,61,3,0,40.98360656,1,B,New Zealand,Queenstown
19-02-2003,M Kaif,25,FALSE,31,24,1,1,104.1666667,1,B,Zimbabwe,Harare
18-04-2003,V Sehwag,25,FALSE,50,30,3,1,83.33333333,1,B,South Africa,Dhaka
23-10-2003,VVS Laxman,25,FALSE,24,23,5,0,108.6956522,1,B,New Zealand,Chennai
09-01-2004,Yuvraj Singh,25,FALSE,37,24,0,1,104.1666667,2,B,Australia,Melbourne
21-08-2004,SC Ganguly,25,FALSE,51,29,3,0,86.20689655,2,B,Pakistan,Amstelveen
23-12-2004,AB Agarkar,25,FALSE,33,24,1,1,104.1666667,1,B,Bangladesh,Chittagong
28-03-2006,G Gambhir,25,FALSE,41,27,3,1,92.59259259,1,B,England,Delhi
08-11-2007,V Sehwag,25,FALSE,48,31,1,0,80.64516129,1,B,Pakistan,Mohali
11-11-2007,G Gambhir,25,FALSE,75,49,1,0,51.02040816,1,B,Pakistan,Kanpur
14-06-2008,YK Pathan,25,FALSE,39,25,4,0,100,2,B,Pakistan,Dhaka
24-08-2008,V Kohli,25,FALSE,40,38,4,0,65.78947368,1,B,Sri Lanka,Colombo (RPS)
27-02-2010,M Vijay,25,FALSE,NA,16,5,0,156.25,2,B,South Africa,Ahmedabad
12-01-2011,MS Dhoni,25,FALSE,48,35,1,0,71.42857143,2,B,South Africa,Durban
30-03-2011,MS Dhoni,25,FALSE,64,42,2,0,59.52380952,1,B,Pakistan,Mohali
19-06-2014,SK Raina,25,FALSE,45,25,3,0,100,1,B,Bangladesh,Dhaka
30-01-2015,Mohammed Shami,25,FALSE,18,18,3,1,138.8888889,1,B,England,Perth
24-06-2015,V Kohli,25,FALSE,55,35,1,0,71.42857143,1,B,Bangladesh,Dhaka
12-07-2015,STR Binny,25,FALSE,32,16,3,0,156.25,1,B,Zimbabwe,Harare
22-01-2017,MS Dhoni,25,FALSE,45,36,1,1,69.44444444,2,B,England,Kolkata
22-10-2017,MS Dhoni,25,FALSE,54,42,2,0,59.52380952,1,B,New Zealand,Mumbai
29-10-2017,MS Dhoni,25,FALSE,29,17,3,0,147.0588235,1,B,New Zealand,Kanpur
25-09-2018,RA Jadeja,25,FALSE,NA,34,1,0,73.52941176,2,B,Afghanistan,Dubai (DSC)
18-06-1983,SMH Kirmani,24,TRUE,NA,56,2,0,42.85714286,1,B,Zimbabwe,Tunbridge Wells
23-01-1985,RJ Shastri,24,TRUE,NA,45,0,0,53.33333333,2,B,England,Nagpur
29-03-1985,M Amarnath,24,TRUE,51,44,3,0,54.54545455,2,B,Australia,Sharjah
02-04-1987,M Azharuddin,24,TRUE,NA,33,0,0,72.72727273,2,B,England,Sharjah
21-01-1993,PK Amre,24,TRUE,37,32,4,0,75,2,B,England,Chandigarh
23-10-1994,NR Mongia,24,TRUE,43,31,3,0,77.41935484,2,B,West Indies,Chennai
21-02-1996,NR Mongia,24,TRUE,48,33,3,0,72.72727273,2,B,West Indies,Gwalior
12-10-2001,D Dasgupta,24,TRUE,50,32,4,0,75,2,B,Kenya,Bloemfontein
13-03-2002,Harbhajan Singh,24,TRUE,36,28,3,0,85.71428571,1,B,Zimbabwe,Kochi
30-05-2010,SK Raina,24,TRUE,26,23,3,0,104.3478261,2,B,Sri Lanka,Bulawayo
08-02-2012,RA Jadeja,24,TRUE,57,28,1,0,85.71428571,2,B,Sri Lanka,Perth
20-01-2016,RA Jadeja,24,TRUE,48,27,1,0,88.88888889,2,B,Australia,Canberra
14-06-1975,FM Engineer,24,FALSE,15,36,3,0,66.66666667,1,B,New Zealand,Manchester
18-12-1980,SMH Kirmani,24,FALSE,36,26,1,0,92.30769231,1,B,Australia,Sydney
20-06-1983,K Srikkanth,24,FALSE,NA,22,3,0,109.0909091,1,B,Australia,Chelmsford
05-03-1985,M Azharuddin,24,FALSE,60,54,2,0,44.44444444,2,B,New Zealand,Sydney
25-08-1985,N Kapil Dev,24,FALSE,NA,19,1,0,126.3157895,2,B,Sri Lanka,Colombo (SSC)
02-02-1986,M Amarnath,24,FALSE,68,50,3,0,48,1,B,New Zealand,Launceston
02-02-1986,RMH Binny,24,FALSE,34,25,3,0,96,1,B,New Zealand,Launceston
09-09-1986,K Srikkanth,24,FALSE,46,35,3,0,68.57142857,1,B,Australia,Srinagar
09-09-1986,CS Pandit,24,FALSE,37,26,2,0,92.30769231,1,B,Australia,Srinagar
05-11-1987,CS Pandit,24,FALSE,NA,30,3,0,80,2,B,England,Mumbai
23-12-1987,DB Vengsarkar,24,FALSE,NA,50,0,0,48,2,B,West Indies,Guwahati
05-01-1988,M Azharuddin,24,FALSE,NA,26,1,1,92.30769231,1,B,West Indies,Rajkot
27-10-1988,K Srikkanth,24,FALSE,NA,45,3,0,53.33333333,2,B,Bangladesh,Chittagong
10-12-1988,NS Sidhu,24,FALSE,NA,49,4,0,48.97959184,2,B,New Zealand,Visakhapatnam
04-03-1992,VG Kambli,24,FALSE,60,41,0,0,58.53658537,1,B,Pakistan,Sydney
19-12-1992,M Azharuddin,24,FALSE,NA,41,4,0,58.53658537,2,B,South Africa,East London
26-02-1993,A Kumble,24,FALSE,63,39,3,0,61.53846154,2,B,England,Bengaluru
01-03-1993,SR Tendulkar,24,FALSE,42,32,1,0,75,1,B,England,Jamshedpur
18-11-1993,SR Tendulkar,24,FALSE,22,16,1,1,150,1,B,Zimbabwe,Indore
27-11-1993,N Kapil Dev,24,FALSE,NA,28,2,0,85.71428571,1,B,West Indies,Kolkata
30-03-1994,M Azharuddin,24,FALSE,23,20,3,0,120,1,B,New Zealand,Wellington
22-04-1994,SR Tendulkar,24,FALSE,59,26,4,0,92.30769231,2,B,Pakistan,Sharjah
09-09-1994,NS Sidhu,24,FALSE,39,32,1,1,75,1,B,Australia,Colombo (RPS)
17-09-1994,NS Sidhu,24,FALSE,84,46,0,0,52.17391304,2,B,Sri Lanka,Colombo (SSC)
18-02-1995,NR Mongia,24,FALSE,29,20,1,0,120,2,B,South Africa,Hamilton
09-03-1996,VG Kambli,24,FALSE,41,26,1,0,92.30769231,1,B,Pakistan,Bengaluru
25-05-1996,SV Manjrekar,24,FALSE,47,33,1,0,72.72727273,1,B,England,Leeds
15-02-1997,M Azharuddin,24,FALSE,68,47,1,0,51.06382979,1,B,Zimbabwe,Bulawayo
30-04-1997,M Azharuddin,24,FALSE,58,37,2,0,64.86486486,2,B,West Indies,Kingstown
28-12-1997,M Azharuddin,24,FALSE,38,36,1,1,66.66666667,1,B,Sri Lanka,Margao
13-09-1998,NS Sidhu,24,FALSE,78,64,2,0,37.5,2,B,Pakistan,Toronto
13-09-1998,HH Kanitkar,24,FALSE,51,33,2,0,72.72727273,2,B,Pakistan,Toronto
30-03-1999,S Ramesh,24,FALSE,50,40,4,0,60,1,B,Sri Lanka,Pune
15-05-1999,M Azharuddin,24,FALSE,40,24,2,0,100,1,B,South Africa,Hove
11-09-1999,MSK Prasad,24,FALSE,NA,47,4,0,51.06382979,2,B,West Indies,Toronto
03-10-1999,R Vijay Bharadwaj,24,FALSE,38,19,3,0,126.3157895,2,B,South Africa,Nairobi (Gym)
22-03-2000,SB Joshi,24,FALSE,24,16,3,0,150,1,B,South Africa,Sharjah
01-06-2000,R Dravid,24,FALSE,64,44,3,0,54.54545455,2,B,Sri Lanka,Dhaka
07-10-2000,SC Ganguly,24,FALSE,73,42,5,0,57.14285714,1,B,Australia,Nairobi (Gym)
10-10-2001,SC Ganguly,24,FALSE,34,27,1,2,88.88888889,1,B,South Africa,Centurion
17-10-2001,SC Ganguly,24,FALSE,57,35,1,2,68.57142857,2,B,Kenya,Port Elizabeth
06-07-2002,SC Ganguly,24,FALSE,64,51,2,0,47.05882353,2,B,Sri Lanka,Birmingham
09-07-2002,A Nehra,24,FALSE,21,19,2,1,126.3157895,2,B,England,The Oval
29-12-2002,M Kaif,24,FALSE,43,38,1,0,63.15789474,2,B,New Zealand,Napier
19-02-2003,SC Ganguly,24,FALSE,39,36,0,1,66.66666667,1,B,Zimbabwe,Harare
23-02-2003,V Sehwag,24,FALSE,33,24,4,0,100,1,B,Namibia,Pietermaritzburg
23-03-2003,SC Ganguly,24,FALSE,44,25,3,1,96,2,B,Australia,Johannesburg
23-03-2003,Yuvraj Singh,24,FALSE,48,34,1,0,70.58823529,2,B,Australia,Johannesburg
06-02-2004,VVS Laxman,24,FALSE,50,25,2,0,96,1,B,Australia,Melbourne
01-09-2004,SC Ganguly,24,FALSE,53,31,4,0,77.41935484,1,B,England,Nottingham
03-09-2004,Yuvraj Singh,24,FALSE,51,40,2,0,60,2,B,England,The Oval
17-04-2005,MS Dhoni,24,FALSE,71,38,2,0,63.15789474,2,B,Pakistan,Delhi
31-07-2005,M Kaif,24,FALSE,54,39,5,0,61.53846154,2,B,West Indies,Dambulla
28-03-2006,SK Raina,24,FALSE,80,62,3,0,38.70967742,1,B,England,Delhi
19-04-2006,Yuvraj Singh,24,FALSE,16,10,3,1,240,1,B,Pakistan,Abu Dhabi
12-05-2007,Yuvraj Singh,24,FALSE,21,22,2,2,109.0909091,1,B,Bangladesh,Dhaka
02-09-2007,MS Dhoni,24,FALSE,60,17,3,0,141.1764706,1,B,England,Leeds
02-09-2007,R Dravid,24,FALSE,41,17,3,1,141.1764706,1,B,England,Leeds
18-11-2007,MS Dhoni,24,FALSE,53,32,1,0,75,2,B,Pakistan,Jaipur
19-02-2008,RG Sharma,24,FALSE,74,36,1,0,66.66666667,2,B,Sri Lanka,Adelaide
10-06-2008,MS Dhoni,24,FALSE,23,23,5,0,104.3478261,1,B,Pakistan,Dhaka
14-06-2008,RG Sharma,24,FALSE,43,27,5,0,88.88888889,2,B,Pakistan,Dhaka
14-06-2008,SK Raina,24,FALSE,43,32,2,0,75,2,B,Pakistan,Dhaka
08-11-2009,MS Dhoni,24,FALSE,97,77,1,0,31.16883117,1,B,Australia,Guwahati
27-02-2010,A Mithun,24,FALSE,NA,23,0,2,104.3478261,2,B,South Africa,Ahmedabad
15-01-2011,SR Tendulkar,24,FALSE,78,44,2,0,54.54545455,1,B,South Africa,Johannesburg
23-01-2011,Z Khan,24,FALSE,81,58,3,0,41.37931034,2,B,South Africa,Centurion
24-03-2011,V Kohli,24,FALSE,38,33,1,0,72.72727273,2,B,Australia,Ahmedabad
25-10-2011,MK Tiwary,24,FALSE,41,30,4,0,80,1,B,England,Kolkata
08-02-2012,SK Raina,24,FALSE,30,27,3,0,88.88888889,2,B,Sri Lanka,Perth
27-01-2013,G Gambhir,24,FALSE,61,42,5,0,57.14285714,1,B,England,Dharamsala
02-07-2013,S Dhawan,24,FALSE,53,42,3,0,57.14285714,2,B,Sri Lanka,Kingston
08-10-2014,AM Rahane,24,FALSE,43,22,4,0,109.0909091,2,B,West Indies,Kochi
29-10-2016,AR Patel,24,FALSE,28,18,1,1,133.3333333,1,B,New Zealand,Visakhapatnam
21-09-2017,KM Jadhav,24,FALSE,36,24,2,1,100,1,B,Australia,Kolkata
27-10-2018,RR Pant,24,FALSE,NA,18,3,1,133.3333333,2,B,West Indies,Pune
15-01-2019,AT Rayudu,24,FALSE,47,36,2,0,66.66666667,2,B,Australia,Adelaide
08-03-2019,RA Jadeja,24,FALSE,NA,31,0,1,77.41935484,2,B,Australia,Ranchi
02-10-1983,Yashpal Sharma,23,TRUE,NA,32,2,0,71.875,2,B,Pakistan,Jaipur
23-01-1985,S Viswanath,23,TRUE,NA,25,3,0,92,2,B,England,Nagpur
30-11-1986,N Kapil Dev,23,TRUE,NA,29,2,0,79.31034483,2,B,West Indies,Sharjah
01-03-1990,KS More,23,TRUE,53,38,1,1,60.52631579,2,B,New Zealand,Dunedin
18-07-1990,RJ Shastri,23,TRUE,36,29,4,0,79.31034483,2,B,England,Leeds
08-12-1990,M Prabhakar,23,TRUE,NA,51,2,0,45.09803922,1,B,Sri Lanka,Margao
19-10-1991,VG Kambli,23,TRUE,NA,29,0,0,79.31034483,1,B,West Indies,Sharjah
21-05-1997,NR Mongia,23,TRUE,37,21,2,0,109.5238095,2,B,Pakistan,Chennai
24-07-1997,M Azharuddin,23,TRUE,38,20,3,0,115,2,B,Bangladesh,Colombo (SSC)
21-09-1997,A Jadeja,23,TRUE,29,21,2,0,109.5238095,1,B,Pakistan,Toronto
22-04-1998,VVS Laxman,23,TRUE,75,34,1,0,67.64705882,2,B,Australia,Sharjah
12-09-1998,JV Paranjpe,23,TRUE,32,23,2,1,100,2,B,Pakistan,Toronto
05-09-1999,RR Singh,23,TRUE,46,22,2,0,104.5454545,2,B,West Indies,Singapore
06-03-2009,MS Dhoni,23,TRUE,NA,19,2,0,121.0526316,1,B,New Zealand,Wellington
16-08-2010,MS Dhoni,23,TRUE,56,38,2,0,60.52631579,2,B,Sri Lanka,Dambulla
18-01-2011,Harbhajan Singh,23,TRUE,63,25,0,2,92,2,B,South Africa,Cape Town
08-12-2011,V Kohli,23,TRUE,15,11,3,0,209.0909091,1,B,West Indies,Indore
27-11-2013,MS Dhoni,23,TRUE,48,23,3,0,100,2,B,West Indies,Kanpur
19-03-2015,RA Jadeja,23,TRUE,15,10,4,0,230,1,B,Bangladesh,Melbourne
11-06-2017,Yuvraj Singh,23,TRUE,29,25,1,1,92,2,B,South Africa,The Oval
28-09-2018,KM Jadhav,23,TRUE,NA,27,1,1,85.18518519,2,B,Bangladesh,Dubai (DSC)
03-11-1978,CPS Chauhan,23,FALSE,NA,28,NA,NA,82.14285714,2,B,Pakistan,Sahiwal
09-12-1980,Yashpal Sharma,23,FALSE,91,59,1,0,38.98305085,1,B,New Zealand,Perth
08-01-1981,GR Viswanath,23,FALSE,38,22,3,0,104.5454545,1,B,Australia,Sydney
12-09-1982,DB Vengsarkar,23,FALSE,NA,37,NA,NA,62.16216216,1,B,Sri Lanka,Amritsar
21-01-1983,SM Gavaskar,23,FALSE,NA,26,1,1,88.46153846,1,B,Pakistan,Karachi
29-03-1983,Yashpal Sharma,23,FALSE,NA,26,3,0,88.46153846,1,B,West Indies,Albion
17-12-1983,M Amarnath,23,FALSE,NA,35,NA,NA,65.71428571,1,B,West Indies,Guwahati
27-12-1984,DB Vengsarkar,23,FALSE,NA,27,3,0,85.18518519,1,B,England,Cuttack
20-01-1985,DB Vengsarkar,23,FALSE,NA,42,2,0,54.76190476,1,B,England,Bengaluru
18-01-1986,RJ Shastri,23,FALSE,70,47,2,0,48.93617021,1,B,New Zealand,Perth
31-01-1986,N Kapil Dev,23,FALSE,28,18,2,0,127.7777778,2,B,Australia,Melbourne
02-02-1986,RJ Shastri,23,FALSE,61,46,4,0,50,1,B,New Zealand,Launceston
07-10-1986,K Srikkanth,23,FALSE,62,36,2,0,63.88888889,1,B,Australia,Rajkot
22-01-1988,M Azharuddin,23,FALSE,NA,33,3,0,69.6969697,2,B,West Indies,Gwalior
31-10-1988,K Srikkanth,23,FALSE,NA,44,2,0,52.27272727,2,B,Pakistan,Dhaka
04-11-1988,K Srikkanth,23,FALSE,NA,28,3,0,82.14285714,2,B,Sri Lanka,Dhaka
15-12-1988,K Srikkanth,23,FALSE,61,49,2,1,46.93877551,1,B,New Zealand,Indore
07-03-1989,RJ Shastri,23,FALSE,NA,55,1,0,41.81818182,2,B,West Indies,Bridgetown
07-03-1989,DB Vengsarkar,23,FALSE,NA,23,2,0,100,2,B,West Indies,Bridgetown
23-10-1989,M Amarnath,23,FALSE,NA,42,1,0,54.76190476,2,B,West Indies,Delhi
20-07-1990,NS Sidhu,23,FALSE,38,27,3,0,85.18518519,2,B,England,Nottingham
05-12-1990,SV Manjrekar,23,FALSE,NA,38,0,0,60.52631579,2,B,Sri Lanka,Pune
17-12-1992,SR Tendulkar,23,FALSE,NA,39,0,0,58.97435897,2,B,South Africa,Durban
01-03-1993,VG Kambli,23,FALSE,41,37,1,0,62.16216216,1,B,England,Jamshedpur
01-03-1993,M Azharuddin,23,FALSE,30,22,1,0,104.5454545,1,B,England,Jamshedpur
16-11-1993,M Azharuddin,23,FALSE,NA,44,2,0,52.27272727,2,B,West Indies,Ahmedabad
30-03-1994,VG Kambli,23,FALSE,36,33,0,0,69.6969697,1,B,New Zealand,Wellington
19-04-1996,V Rathour,23,FALSE,55,35,1,1,65.71428571,2,B,South Africa,Sharjah
19-04-1996,NR Mongia,23,FALSE,35,24,1,0,95.83333333,2,B,South Africa,Sharjah
23-05-1996,V Rathour,23,FALSE,23,19,3,0,121.0526316,2,B,England,The Oval
18-09-1996,A Jadeja,23,FALSE,NA,37,2,0,62.16216216,1,B,Pakistan,Toronto
23-09-1996,SR Tendulkar,23,FALSE,NA,44,0,1,52.27272727,2,B,Pakistan,Toronto
27-01-1997,R Dravid,23,FALSE,56,43,2,0,53.48837209,2,B,Zimbabwe,Paarl
13-09-1997,R Dravid,23,FALSE,41,41,0,0,56.09756098,1,B,Pakistan,Toronto
20-04-1998,VVS Laxman,23,FALSE,69,56,1,0,41.07142857,1,B,New Zealand,Sharjah
24-04-1998,SC Ganguly,23,FALSE,36,42,2,0,54.76190476,2,B,Australia,Sharjah
16-09-1998,SC Ganguly,23,FALSE,41,36,3,0,63.88888889,2,B,Pakistan,Toronto
12-01-1999,SR Tendulkar,23,FALSE,37,19,4,0,121.0526316,2,B,New Zealand,Napier
12-01-1999,RR Singh,23,FALSE,50,28,1,1,82.14285714,2,B,New Zealand,Napier
11-04-1999,VG Kambli,23,FALSE,59,52,2,0,44.23076923,1,B,England,Sharjah
07-09-1999,SC Ganguly,23,FALSE,66,44,0,1,52.27272727,1,B,West Indies,Singapore
05-11-1999,RR Singh,23,FALSE,46,25,0,0,92,2,B,New Zealand,Rajkot
15-03-2000,SB Joshi,23,FALSE,16,16,2,1,143.75,1,B,South Africa,Faridabad
31-03-2001,HK Badani,23,FALSE,29,25,1,1,92,1,B,Australia,Indore
05-08-2001,SS Dighe,23,FALSE,84,63,0,0,36.50793651,2,B,Sri Lanka,Colombo (RPS)
07-03-2002,R Dravid,23,FALSE,43,34,2,0,67.64705882,1,B,Zimbabwe,Faridabad
04-01-2003,V Sehwag,23,FALSE,45,39,4,0,58.97435897,1,B,New Zealand,Queenstown
11-01-2003,SC Ganguly,23,FALSE,63,44,4,0,52.27272727,2,B,New Zealand,Auckland
26-02-2003,V Sehwag,23,FALSE,47,29,4,0,79.31034483,1,B,England,Durban
11-04-2003,M Kaif,23,FALSE,60,47,1,0,48.93617021,1,B,Bangladesh,Dhaka
03-02-2004,V Sehwag,23,FALSE,30,22,4,0,104.5454545,2,B,Zimbabwe,Perth
08-02-2004,M Kartik,23,FALSE,32,25,3,0,92,2,B,Australia,Sydney
22-09-2006,MS Dhoni,23,FALSE,34,34,0,1,67.64705882,2,B,Australia,Kuala Lumpur
